Word		Original_feature		Predicted_feature
था		any		any
और		UNK		UNK
वह		3		3
पारित		UNK		UNK
हो		any		any
गया		any		any
था		any		any
।		UNK		UNK
लेकिन		UNK		UNK
अब		UNK		UNK
वहाँ		UNK		UNK
की		UNK		UNK
राजशेखर		3		3
रेड्डी		3		3
सरकार		3		3
ने		UNK		UNK
विधानसभा		3		3
में		UNK		UNK
विधान		3		3
परिषद		3		3
की		UNK		UNK
बहाली		3		3
का		UNK		UNK
संकल्प		3		3
पारित		UNK		UNK
कर		any		any
उनके		3h		3h
पास		3		3
भेजा		3		3
है		3		3
इसलिए		UNK		UNK
पुनः		UNK		3
विधानसभा		3		3
का		UNK		UNK
सम्मान		3		3
करते		any		any
हुए		any		any
परिषद		3		3
की		UNK		UNK
बहाली		3		3
के		UNK		UNK
लिए		UNK		UNK
यह		3		3
विधेयक		3		3
लाया		3		3
गया		any		any
है		3		3
।		UNK		UNK
भारद्वाज		3		3
ने		UNK		UNK
कहा		any		any
कि		UNK		UNK
विधान		3		3
परिषद		3		3
के		UNK		UNK
जरिए		UNK		UNK
मेधावी		UNK		UNK
लोगों		3		3
को		UNK		UNK
विधायिका		3		3
में		UNK		UNK
आने		any		any
का		UNK		UNK
मौका		3		3
मिलेगा		3		3
।		UNK		UNK
असम		3		3
से		UNK		UNK
भी		UNK		UNK
ऐसा		any		any
संकल्प		3		3
सरकार		3		3
को		UNK		UNK
मिला		3		3
है		3		3
।		UNK		UNK
हिमाचल		3		3
के		UNK		UNK
भाजपा		3		3
सदस्यों		3		3
ने		UNK		UNK
भी		UNK		UNK
राज्य		3		3
में		UNK		UNK
विधान		3		3
परिषद		3		3
की		UNK		UNK
माँग		3		3
की		3		3
है		3		3
।		UNK		UNK
इसलिए		UNK		UNK
सदन		3		3
को		UNK		UNK
इस		3		3
विधेयक		3		3
के		UNK		UNK
सकारात्मक		UNK		UNK
पहलुओं		3		3
को		UNK		UNK
ध्यान		3		3
में		UNK		UNK
रखा		any		any
जाना		any		any
चाहिए		any		any
।		UNK		UNK
इससे		3		3
पूर्व		3		UNK
चर्चा		3		3
के		UNK		UNK
दौरान		3		3
आंध्र		3		3
प्रदेश		3		3
लेजिस्लेटिव		3		3
काउंसिल		3		3
बिल		3		3
2005		3		3
का		UNK		UNK
तेलगुदेशम्		3		UNK
पार्टी		3		3
के		UNK		UNK
सांसदों		3		3
ने		UNK		UNK
विरोध		3		3
किया		any		any
।		UNK		UNK
उनकी		3		3h
माँग		3		3
पर		UNK		UNK
सदन		3		3
में		UNK		UNK
वोटिंग		3		3
कराई		any		any
गई		any		any
।		UNK		UNK
विधेयक		3		3
के		UNK		UNK
समर्थन		3		3
में		UNK		UNK
85		UNK		UNK
NULL		UNK		UNK
NULL		UNK		UNK
और		UNK		UNK
विरोध		3		3
में		UNK		UNK
35		UNK		UNK
मत		3		3
पड़े		any		any
।		UNK		UNK
इसके		3		3
बाद		3		3
उप		UNK		3
सभापति		3		3
ने		UNK		UNK
विधेयक		3		3
को		UNK		UNK
पारित		UNK		UNK
करने		any		any
की		UNK		UNK
घोषणा		3		3
की		any		any
।		UNK		UNK
तेदेपा		3		3
ने		UNK		UNK
यह		3		3
कहकर		any		any
इसका		3		3
विरोध		3		3
किया		any		any
कि		UNK		UNK
इसके		3		3
जरिए		UNK		UNK
कांग्रेस		3		3
सरकार		3		3
अपने		any		any
हारे		any		any
हुए		any		any
नेताओं		3		3
और		UNK		UNK
तथाकथित		UNK		UNK
बुद्धिजीवियों		3		3
को		UNK		UNK
रोजगार		3		3
देना		any		any
चाहती		3		3
है		3		3
।		UNK		UNK
जबकि		UNK		UNK
भाजपा		3		3
के		UNK		UNK
वेंकैया		3		3
नायडू		3		3
ने		UNK		UNK
इसका		3		3
समर्थन		3		3
करते		any		any
हुए		any		any
कहा		any		any
कि		UNK		UNK
ऊपरी		UNK		UNK
सदन		3		3
हमारी		1		1
जरूरत		3		3
भी		UNK		UNK
है		3		3
और		UNK		UNK
मजबूरी		3		3
भी		UNK		UNK
NULL		UNK		UNK
।		UNK		UNK
इसलिए		UNK		UNK
दलगत		UNK		UNK
राजनीति		3		3
से		UNK		UNK
ऊपर		3		3
उठकर		any		any
इस		3		3
विधेयक		3		3
को		UNK		UNK
पारित		UNK		UNK
किया		any		any
जाना		any		any
चाहिए		any		any
।		UNK		UNK
गाँवों		3		3
को		UNK		UNK
सड़कों		3		3
से		UNK		UNK
जोड़ने		any		any
के		UNK		UNK
मामले		3		3
में		UNK		UNK
फिसड्डी		UNK		3
साबित		UNK		UNK
हो		any		any
रहे		any		any
राज्यों		3		3
को		UNK		UNK
अब		UNK		UNK
हर		UNK		UNK
साल		3		3
पहले		3		3
से		UNK		UNK
दो		UNK		UNK
-		UNK		UNK
तीन		UNK		UNK
गुना		UNK		3
ज्यादा		UNK		UNK
सड़कें		3		3
बनानी		3		UNK
होंगी		3		3
।		UNK		UNK
प्रधानमंत्री		3		3
ग्राम		3		3
सड़क		3		3
योजना		3		3
को		UNK		UNK
'		UNK		UNK
भारत		3		3
निर्माण		3		3
'		UNK		UNK
योजना		3		3
के		UNK		UNK
दायरे		3		3
में		UNK		UNK
लाने		3		3
के		UNK		UNK
बाद		3		3
अगले		UNK		UNK
चार		UNK		UNK
सालों		3		3
में		UNK		UNK
सभी		UNK		UNK
गाँवों		3		3
को		UNK		UNK
सड़कों		3		3
से		UNK		UNK
जोड़ने		any		any
के		UNK		UNK
लिए		UNK		UNK
केंन्द्र		3		3
अब		UNK		UNK
राज्यों		3		3
की		UNK		UNK
लगाम		3		3
कसने		any		any
की		UNK		UNK
तैयारी		3		3
में		UNK		UNK
है		3		3
।		UNK		UNK
अब		UNK		UNK
जो		3		3
राज्य		3		3
तय		UNK		UNK
समय		3		3
पर		UNK		UNK
लक्ष्य		3		3
पूरा		UNK		UNK
नहीं		UNK		UNK
कर		3		any
पाएंगे		3		3
उनके		3		3h
हिस्से		3		3
का		UNK		UNK
पैसा		3		3
,		UNK		UNK
उन		3		3
राज्यों		3		3
को		UNK		UNK
देने		any		any
का		UNK		UNK
प्रस्ताव		3		3
है		3		3
जो		3		3
समय		3		3
पर		UNK		UNK
ग्रामीण		UNK		UNK
सड़कें		3		3
बना		3		3
रहे		any		any
हैं		3		3
।		UNK		UNK
राज्यों		3		3
की		UNK		UNK
प्रगति		3		3
रिपोर्ट		3		3
देखने		any		any
के		UNK		UNK
लिए		UNK		UNK
केंद्रीय		UNK		UNK
ग्रामीण		UNK		UNK
विकास		3		3
मंत्रालय		3		3
ने		UNK		UNK
आगामी		UNK		UNK
तीन		3		3
दिसंबर		3		3
को		UNK		UNK
सभी		UNK		UNK
राज्यों		3		3
के		UNK		UNK
ग्रामीण		UNK		UNK
विकास		3		3
सचिवों		3		3
को		UNK		UNK
दिल्ली		3		3
तलब		3		3
किया		3		3
है		3		3
।		UNK		UNK
यह		3		3
योजना		3		3
ज्यादातर		UNK		UNK
राज्यों		3		3
में		UNK		UNK
कछुआ		3		3
चाल		3		3
से		UNK		UNK
चल		3		3
रही		any		any
है		3		3
।		UNK		UNK
यहाँ		UNK		UNK
तक		UNK		UNK
कि		UNK		UNK
कई		UNK		UNK
राज्य		3		3
इस		3		3
योजना		3		3
के		UNK		UNK
लिए		UNK		UNK
केंद्र		3		3
से		UNK		UNK
पैसा		3		3
तक		UNK		UNK
समय		3		3
पर		UNK		UNK
नहीं		UNK		UNK
ले		3		any
जा		any		any
पा		any		any
रहे		any		any
हैं		3		3
।		UNK		UNK
जबकि		UNK		UNK
मंत्रालय		3		3
का		UNK		UNK
दावा		3		3
है		3		3
कि		UNK		UNK
वर्ष		3		3
२००१		3		3
से		UNK		UNK
शुरू		3		3
इस		3		3
प्रधानमंत्री		3		3
ग्राम		3		3
सड़क		3		3
योजना		3		3
के		UNK		UNK
तहत		UNK		UNK
अब		UNK		UNK
तक		UNK		UNK
कुल		UNK		UNK
४०		UNK		UNK
करोड़		UNK		UNK
मानव		3		3
कार्य		3		3
दिवसों		3		3
का		UNK		UNK
सृजन		3		3
हुआ		any		any
।		UNK		UNK
पूरा		UNK		UNK
पैसा		3		3
केंद्र		3		3
से		UNK		UNK
मिलने		3		3
के		UNK		UNK
बाद		3		3
भी		UNK		UNK
अधिकतर		UNK		UNK
राज्यों		3		3
का		UNK		UNK
काम		3		3
-		UNK		UNK
काज		3		3
संतोषजनक		UNK		UNK
नहीं		UNK		UNK
है		3		3
।		UNK		UNK
केंद्रीय		UNK		UNK
ग्रामीण		UNK		UNK
विकास		3		3
मंत्री		3		3
डा.		3		3
रघुवंश		3		3
प्रसाद		3		3
सिंह		3		3
के		UNK		UNK
मुताबिक		UNK		UNK
भारत		3		3
निर्माण		3		3
योजना		3		3
के		UNK		UNK
तहत		UNK		UNK
अब		UNK		UNK
इस		3		3
योजना		3		3
पर		UNK		UNK
ज्यादा		UNK		UNK
ध्यान		3		3
दिया		3		3
जाएगा		3		3
।		UNK		UNK
वर्ष		3		3
२००९		3		3
-		UNK		UNK
१०		3		3
तक		UNK		UNK
पहाड़ी		UNK		UNK
क्षेत्रों		3		3
के		UNK		UNK
पाँच		UNK		UNK
सौ		UNK		UNK
और		UNK		UNK
शेष		UNK		UNK
इलाके		3		3
के		UNK		UNK
एक		UNK		UNK
हजार		UNK		UNK
आबादी		3		3
वाले		UNK		UNK
सभी		UNK		UNK
गाँवों		3		3
को		UNK		UNK
सड़कों		3		3
से		UNK		UNK
जोड़ना		3		3
है		3		3
।		UNK		UNK
मंत्रालय		3		3
के		UNK		UNK
आंकड़े		3		3
गवाह		3		3
हैं		3		3
कि		UNK		UNK
साल		3		3
२००१		3		3
से		UNK		UNK
इस		3		3
योजना		3		3
के		UNK		UNK
तहत		UNK		UNK
मंजूर		UNK		UNK
१,२७,३५७		UNK		UNK
किलोमीटर		3		3
सड़क		3		3
में		UNK		UNK
मात्र		UNK		UNK
७७,४५५		UNK		UNK
किमी		3		3
सड़क		3		3
ही		UNK		UNK
बन		3		3
पाई		3		3
है		3		3
।		UNK		UNK
अब		UNK		UNK
भारत		3		3
निर्माण		3		3
योजना		3		3
के		UNK		UNK
तहत		UNK		UNK
अगले		UNK		UNK
चार		UNK		UNK
सालों		3		3
में		UNK		UNK
कुल		UNK		UNK
६६		UNK		UNK
हजार		UNK		UNK
गाँवों		3		3
को		UNK		UNK
जोड़ने		any		any
के		UNK		UNK
लिए		UNK		UNK
१.४०		UNK		UNK
लाख		UNK		UNK
किमी		3		3
सड़क		3		3
बनाई		3		3
जानी		any		any
है		3		3
।		UNK		UNK
इसके		3		3
लिए		UNK		UNK
कुल		UNK		UNK
४८		UNK		UNK
हजार		UNK		UNK
करोड़		UNK		UNK
रुपये		3		3
का		UNK		UNK
बजट		3		3
है		3		3
।		UNK		UNK
मौजूदा		UNK		UNK
वित्तीय		UNK		UNK
वर्ष		3		3
में		UNK		UNK
४२		UNK		UNK
सौ		UNK		UNK
करोड़		UNK		UNK
के		UNK		UNK
बजट		3		3
के		UNK		UNK
साथ		3		3
१६		UNK		UNK
हजार		UNK		UNK
किमी		3		3
सड़क		3		3
बनाने		any		any
का		UNK		UNK
लक्ष्य		3		3
है		3		3
।		UNK		UNK
लेकिन		UNK		UNK
भारत		3		3
निर्माण		3		3
योजना		3		3
में		UNK		UNK
आने		3		3
के		UNK		UNK
बाद		3		3
अब		UNK		UNK
हर		UNK		UNK
१२		UNK		UNK
हजार		UNK		UNK
करोड़		UNK		UNK
रुपये		3		3
खर्च		3		3
करके		any		any
३५		UNK		UNK
हजार		UNK		UNK
किमी		3		3
सड़क		3		3
बनानी		3		3
होगी		3		3
।		UNK		UNK
यानि		UNK		UNK
राज्यों		3		3
को		UNK		UNK
पहले		3		3
से		UNK		UNK
ज्यादा		UNK		UNK
काम		3		3
करना		3		3
होगा		3		3
।		UNK		UNK
लेकिन		UNK		UNK
राज्यों		3		3
की		UNK		UNK
अब		UNK		UNK
तक		UNK		UNK
की		UNK		UNK
प्रगति		3		3
रिपोर्ट		3		3
संतोषजनक		UNK		UNK
नहीं		UNK		UNK
है		3		3
।		UNK		UNK
इनके		3		3
अलावा		UNK		UNK
केंद्र		3		3
की		UNK		UNK
चिंता		3		3
उन		3		3
१०		UNK		UNK
राज्यों		3		3
को		UNK		UNK
लेकर		any		any
भी		UNK		UNK
है		3		3
जहाँ		UNK		UNK
सड़क		3		3
संपर्क		3		3
बहुत		UNK		UNK
कम		UNK		UNK
है		3		3
।		UNK		UNK
इनमें		3		3
उत्तर		3		3
प्रदेश		3		3
,		UNK		UNK
हिमाचल		3		3
प्रदेश		3		3
,		UNK		UNK
असम		3		3
,		UNK		UNK
पश्चिम		3		3
बंगाल		3		3
,		UNK		UNK
बिहार		3		3
,		UNK		UNK
राजस्थान		3		3
,		UNK		UNK
झारखंड		3		3
,		UNK		UNK
उड़ीसा		3		3
,		UNK		UNK
छत्तीसगढ़		3		3
और		UNK		UNK
मध्य		3		3
प्रदेश		3		3
हैं		3		3
।		UNK		UNK
वर्ष		3		3
२००१		3		3
से		UNK		UNK
२००३		3		3
तक		UNK		UNK
आवंटित		UNK		UNK
कुल		UNK		UNK
५१२६.०९		UNK		UNK
करोड़		UNK		UNK
रुपये		3		3
में		UNK		UNK
४३४८.४८		UNK		UNK
करोड़		UNK		UNK
NULL		UNK		UNK
और		UNK		UNK
वर्ष		3		3
२००३		3		3
-		UNK		UNK
०४		3		3
के		UNK		UNK
आवंटित		UNK		UNK
४३५३.८०		UNK		UNK
करोड़		UNK		UNK
में		UNK		UNK
३२९६.५९		UNK		UNK
करोड़		UNK		UNK
रुपए		3		3
ही		UNK		UNK
खर्च		any		3
हो		any		3
पाए		any		any
।		UNK		UNK
जबकि		UNK		UNK
मौजूदा		UNK		UNK
वित्तीय		UNK		UNK
वर्ष		3		3
के		UNK		UNK
लिए		UNK		UNK
आबंटित		UNK		UNK
३४८०		UNK		UNK
करोड़		UNK		UNK
रुपये		3		3
पाने		any		any
के		UNK		UNK
लिए		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
ज्यादातर		UNK		UNK
राज्य		3		3
अपने		any		any
प्रस्ताव		3		3
तक		UNK		UNK
नहीं		UNK		UNK
भेज		3		3
पाए		any		any
हैं		3		3
।		UNK		UNK
खासतौर		3		3
पर		UNK		UNK
उत्तरी		UNK		UNK
क्षेत्र		3		3
के		UNK		UNK
लगभग		UNK		UNK
सभी		UNK		UNK
राज्यों		3		3
की		UNK		UNK
स्थिति		3		3
संतोषजनक		UNK		UNK
नहीं		UNK		UNK
है		3		3
।		UNK		UNK
दुनिया		3		3
भर		UNK		UNK
में		UNK		UNK
प्रेम		3		3
की		UNK		UNK
जीती		UNK		any
जागती		UNK		any
मिसाल		3		3
बने		any		any
ताजमहल		3		3
को		UNK		UNK
दुनिया		3		3
के		UNK		UNK
सात		UNK		UNK
अजूबों		3		3
में		UNK		UNK
शुमार		UNK		3
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
लिस्बन		3		3
में		UNK		UNK
भारतीय		UNK		UNK
अभिनेत्री		3		3
और		UNK		UNK
मॉडल		3		3
बिपाशा		3		3
बसु		3		3
ने		UNK		UNK
दुनिया		3		3
के		UNK		UNK
सात		UNK		UNK
अजूबों		3		3
की		UNK		UNK
घोषणा		3		3
की		any		any
।		UNK		UNK
ताज		3		3
को		UNK		UNK
सात		UNK		UNK
अजूबों		3		3
की		UNK		UNK
सूची		3		3
में		UNK		UNK
स्थान		3		3
प्राप्त		UNK		UNK
करने		any		any
का		UNK		UNK
गौरव		3		3
प्राप्त		UNK		UNK
हुआ		3		3
है		3		3
।		UNK		UNK
दुनिया		3		3
भर		UNK		UNK
के		UNK		UNK
विभिन्न		UNK		UNK
हिस्सों		3		3
से		UNK		UNK
इसमें		3		3
करीब		UNK		UNK
10		UNK		UNK
करोड़		UNK		UNK
लोगों		3		3
ने		UNK		UNK
वोटिंग		3		3
की		any		any
।		UNK		UNK
17वीं		3		3
शताब्दी		3		3
में		UNK		UNK
मुगल		3		3
बादशाह		3		3
शाहजहां		3		3
ने		UNK		UNK
अपनी		any		any
पत्नी		3		3
मुमताज		3		3
महल		3		3
की		UNK		UNK
याद		3		3
में		UNK		UNK
इस		3		3
स्मारक		3		3
का		UNK		UNK
निर्माण		3		3
कराया		any		any
था		any		any
।		UNK		UNK
यह		3		3
रचनात्मकता		3		3
,		UNK		UNK
प्रतिभा		3		3
,		UNK		UNK
सौन्दर्य		3		3
,		UNK		UNK
भावना		3		3
सभी		any		UNK
की		UNK		UNK
उत्कृष्टता		3		3
का		UNK		UNK
प्रतीक		3		3
है		3		3
।		UNK		UNK
ताज		3		3
को		UNK		UNK
सात		UNK		UNK
अजूबों		3		3
में		UNK		UNK
स्थान		3		3
मिलना		any		any
भारतीयों		3		3
की		UNK		UNK
कड़ी		UNK		UNK
मेहनत		3		3
का		UNK		UNK
परिणाम		3		3
माना		3		3
जा		any		any
रहा		any		any
है		3		3
।		UNK		UNK
करोड़ों		UNK		UNK
भारतीयों		3		3
और		UNK		UNK
गैर		UNK		UNK
भारतीयों		3		3
की		UNK		UNK
वोटिंग		3		3
के		UNK		UNK
चलते		UNK		UNK
ताज		3		3
को		UNK		UNK
दुनिया		3		3
के		UNK		UNK
सात		UNK		UNK
आश्चर्यो		3		3
में		UNK		UNK
स्थान		3		3
मिल		any		any
पाया		any		any
।		UNK		UNK
इसके		3		3
लिए		UNK		UNK
कई		UNK		UNK
संगठनों		3		3
ने		UNK		UNK
अभियान		3		3
चलाए		any		any
थे		any		any
।		UNK		UNK
अंडरवर्लड		3		3
डॉन		3		3
अबू		3		3
सलेम		3		3
के		UNK		UNK
भाई		3		3
अबू		3		3
लैस		3		3
ने		UNK		UNK
राज्य		3		3
मानवाधिकार		3		3
आयोग		3		3
में		UNK		UNK
याचिका		3		3
दायर		UNK		UNK
कर		any		any
मुंबई		3		3
पुलिस		3		3
के		UNK		UNK
आतंकवादी		3		3
विरोधी		3		UNK
दस्ते		3		3
(		UNK		UNK
एटीएस		3		3
)		UNK		UNK
पर		UNK		UNK
सलेम		3		3
को		UNK		UNK
प्रताड़ित		UNK		UNK
करने		any		any
का		UNK		UNK
आरोप		3		3
लगाया		3		3
है		3		3
।		UNK		UNK
इसके		3		3
साथ		3		3
ही		UNK		UNK
लैस		3		3
ने		UNK		UNK
कोर्ट		3		3
के		UNK		UNK
समक्ष		3		3
गवाही		3		3
होने		any		any
तक		UNK		UNK
सलेम		3		3
को		UNK		UNK
किसी		3		3
और		UNK		UNK
जांच		3		3
एजेंसी		3		3
के		UNK		UNK
तहत		UNK		UNK
सुरक्षित		UNK		UNK
हिरासत		3		3
में		UNK		UNK
रखने		any		any
की		UNK		UNK
मांग		3		3
की		3		3
है		3		3
।		UNK		UNK
सलेम		3		3
के		UNK		UNK
भाई		3		3
अबू		3		3
लैस		3		3
ने		UNK		UNK
सोमवार		3		3
को		UNK		UNK
मानवाधिकार		3		3
आयोग		3		3
में		UNK		UNK
याचिका		3		3
दायर		UNK		UNK
कर		any		any
एटीएस		3		3
पर		UNK		UNK
1995		3		3
के		UNK		UNK
प्रदीप		3		3
जैन		3		3
हत्याकांड		3		3
में		UNK		UNK
आरोप		3		3
कबूलने		any		any
के		UNK		UNK
लिए		UNK		UNK
सलेम		3		3
को		UNK		UNK
प्रताड़ित		UNK		UNK
करने		any		any
का		UNK		UNK
आरोप		3		3
लगाया		any		any
और		UNK		UNK
कहा		any		any
कि		UNK		UNK
सलेम		3		3
को		UNK		UNK
मुठभेड़		3		3
में		UNK		UNK
मारा		3		3
जा		any		any
सकता		any		any
है		3		3
।		UNK		UNK
लैस		3		3
ने		UNK		UNK
आयोग		3		3
के		UNK		UNK
सदस्यों		3		3
से		UNK		UNK
जेल		3		3
का		UNK		UNK
दौरा		3		3
करने		any		any
NULL		UNK		UNK
सलेम		3		3
के		UNK		UNK
खिलाफ		UNK		UNK
मामले		3		3
की		UNK		UNK
जांच		3		3
से		UNK		UNK
संबंधित		UNK		UNK
दस्तावेज		3		3
जब्त		UNK		UNK
करने		any		any
की		UNK		UNK
मांग		3		3
की		any		any
।		UNK		UNK
लैस		3		3
ने		UNK		UNK
दावा		3		3
किया		any		any
कि		UNK		UNK
जब		UNK		UNK
सलेम		3		3
का		UNK		UNK
वकील		3		3
राशद		3		3
अंसारी		3		3
25		3		3
नवंबर		3		3
को		UNK		UNK
एटीएस		3		3
की		UNK		UNK
हिरासत		3		3
में		UNK		UNK
उनके		3h		3h
भाई		3		3
से		UNK		UNK
मिलने		any		any
गया		any		any
था		any		any
,		UNK		UNK
तो		UNK		UNK
उसने		3		3
बताया		any		any
था		any		any
कि		UNK		UNK
पुलिस		3		3
अधिकारियों		3		3
ने		UNK		UNK
उनकी		3h		3h
पिटाई		3		3
की		any		any
थी		any		any
।		UNK		UNK
निगम		3		3
ने		UNK		UNK
19		UNK		UNK
बैचों		3		3
के		UNK		UNK
हिसाब		3		3
से		UNK		UNK
यात्रा		3		3
का		UNK		UNK
अनुमानित		UNK		UNK
कार्यक्रम		3		3
भी		UNK		UNK
भारत		3		3
सरकार		3		3
को		UNK		UNK
भेजा		3		3
है		3		3
।		UNK		UNK
इसमें		3		3
सुझाव		3		3
दिया		3		3
गया		any		any
है		3		3
कि		UNK		UNK
यदि		UNK		UNK
पहला		UNK		UNK
यात्री		3		3
दल		3		3
25		3		3
मई		3		3
को		UNK		UNK
दिल्ली		3		3
से		UNK		UNK
गंतव्य		3		3
के		UNK		UNK
लिए		UNK		UNK
रवाना		UNK		UNK
हो		any		3
जाए		any		3
तो		UNK		UNK
6		3		3
अक्तूबर		3		3
को		UNK		UNK
आखिरी		UNK		UNK
यानि		UNK		UNK
उन्नीसवां		UNK		3
दल		3		3
दिल्ली		3		3
वापस		UNK		UNK
भी		UNK		UNK
लौट		3		3
जाएगा		3		3
।		UNK		UNK
मालूम		UNK		UNK
हो		any		any
कि		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
इस		3		3
यात्रा		3		3
में		UNK		UNK
16		UNK		UNK
बैच		3		3
ही		UNK		UNK
भेजे		3		3
जाते		any		any
रहे		any		any
हैं		3		3
।		UNK		UNK
विगत		UNK		UNK
12		3		3
अप्रैल		3		3
को		UNK		UNK
पिथौरागढ़		3		3
में		UNK		UNK
जिलाधिकारी		3		3
की		UNK		UNK
अध्यक्षता		3		3
में		UNK		UNK
संपन्न		UNK		UNK
हुई		any		any
बैठक		3		3
में		UNK		UNK
लिए		any		any
गए		any		any
फैसले		3		3
के		UNK		UNK
अनुसार		UNK		UNK
यात्रा		3		3
में		UNK		UNK
17वें		UNK		3
दल		3		3
को		UNK		UNK
शामिल		UNK		UNK
करने		any		any
का		UNK		UNK
प्रस्ताव		3		3
भारत		3		3
सरकार		3		3
को		UNK		UNK
भेजा		3		3
गया		any		any
है		3		3
।		UNK		UNK
इस		3		3
पर		UNK		UNK
भी		UNK		UNK
अंतिम		UNK		UNK
फैसला		3		3
नहीं		UNK		UNK
हो		3		3
पाया		any		any
है		3		3
।		UNK		UNK
इस		3		3
बीच		3		3
चीन		3		3
सरकार		3		3
की		UNK		UNK
ओर		3		3
से		UNK		UNK
तीन		UNK		UNK
बैच		3		3
बढ़ाने		any		any
का		UNK		UNK
प्रस्ताव		3		3
भी		UNK		UNK
निगम		3		3
के		UNK		UNK
पास		3		3
आ		3		3
चुका		any		any
है		3		3
।		UNK		UNK
अब		UNK		UNK
निगम		3		3
को		UNK		UNK
भारत		3		3
तिब्बत		3		3
सीमा		3		3
पुलिस		3		3
की		UNK		UNK
मंजूरी		3		3
का		UNK		UNK
इंतजार		3		3
है		3		3
।		UNK		UNK
यात्रियों		3		3
की		UNK		UNK
सुरक्षा		3		3
के		UNK		UNK
साथ		3		3
ही		UNK		UNK
संचार		3		3
और		UNK		UNK
चिकित्सा		3		3
का		UNK		UNK
जिम्मा		3		3
आईटीबीपी		3		3
पर		UNK		UNK
है		3		3
।		UNK		UNK
आईटीबीपी		3		3
मिर्गी		3		3
कैंप		3		3
के		UNK		UNK
कार्यवाहक		UNK		3
कमान		3		3
अधिकारी		3		3
ने		UNK		UNK
इस		3		3
संबंध		3		3
में		UNK		UNK
पूछे		any		any
जाने		any		any
पर		UNK		UNK
कहा		any		any
कि		UNK		UNK
इस		3		3
मामले		3		3
में		UNK		UNK
वे		3h		3h
कुछ		UNK		UNK
भी		UNK		UNK
नहीं		UNK		UNK
कह		3h		3
सकते		3h		any
।		UNK		UNK
आईटीबीपी		3		3
मुख्यालय		3		3
से		UNK		UNK
ही		UNK		UNK
इस		3		3
संबंध		3		3
में		UNK		UNK
कोई		3		3
जानकारी		3		3
हासिल		UNK		UNK
की		3		3
जा		any		any
सकती		any		any
है		3		3
।		UNK		UNK
यहाँ		UNK		UNK
चल		3		any
रहे		3		any
भारतीय		3		UNK
जनता		3		3
पार्टी		3		3
के		UNK		UNK
रजत		3		3
जयंती		3		3
समारोह		3		3
में		UNK		UNK
राजनीतिक		UNK		UNK
प्रस्ताव		3		3
पर		UNK		UNK
हुई		any		any
बहस		3		3
के		UNK		UNK
दौरान		3		3
पूर्व		UNK		UNK
केंद्रीय		3		UNK
मंत्री		3		3
सी.		3		3
पी.		3		3
ठाकुर		3		3
ने		UNK		UNK
अपने		any		any
एक		UNK		UNK
बयान		3		3
से		UNK		UNK
सबको		any		1
सन्न		UNK		UNK
कर		3		any
दिया		3		any
।		UNK		UNK
उन्होंने		3h		3h
भाजपा		3		3
के		UNK		UNK
शीर्षस्थ		UNK		UNK
नेता		3		3
अटल		3		3
बिहारी		3		3
बाजपेयी		3		3
और		UNK		UNK
लालकृष्ण		3		3
आडवाणी		3		3
के		UNK		UNK
योगदान		3		3
की		UNK		UNK
तुलना		3		3
मंगोल		3		3
आक्रमणकारी		3		3
चंगेज		3		3
खाँ		3		3
की		UNK		UNK
सेना		3		3
से		UNK		UNK
कर		any		any
डाली		any		any
।		UNK		UNK
उनका		3h		3h
कहना		any		any
था		any		any
कि		UNK		UNK
चंगेज		3		3
खाँ		3		3
के		UNK		UNK
साम्राज्यवादी		UNK		UNK
मंसूबों		3		3
की		UNK		UNK
शुरुआत		3		3
मात्र		UNK		UNK
तीन		UNK		UNK
लोगों		3		3
की		UNK		UNK
बैठक		3		3
से		UNK		UNK
हुई		any		any
और		UNK		UNK
इन्हीं		3		3
तीन		UNK		UNK
लोगों		3		3
की		UNK		UNK
सेना		3		3
के		UNK		UNK
बूते		UNK		UNK
चंगेज		3		3
खां		3		3
ने		UNK		UNK
अपना		any		any
प्रभुत्व		3		3
क़ायम		UNK		UNK
कर		any		any
डाला		any		any
।		UNK		UNK
उन्होंने		3h		3h
कहा		any		any
कि		UNK		UNK
किसी		3		3
भी		UNK		UNK
लोकतांत्रिक		UNK		UNK
व्यवस्था		3		3
में		UNK		UNK
ऐसा		any		any
दृष्टांत		3		3
उन्हें		3h		3h
ढूँढ़े		3		3
नहीं		UNK		UNK
मिला		any		any
।		UNK		UNK
ठाकुर		3		3
ने		UNK		UNK
आडवाणी		3		3
और		UNK		UNK
बाजपेयी		3		3
की		UNK		UNK
तुलना		3		3
अमेरिकी		UNK		UNK
जनरल		3		UNK
सिमोन		3		3
बोलिवर		3		3
से		UNK		UNK
भी		UNK		UNK
की		any		any
,		UNK		UNK
जिसने		3		3
19वीं		3		3
शताब्दी		3		3
की		UNK		UNK
शुरुआत		3		3
में		UNK		UNK
दक्षिण		3		3
अमेरिका		3		3
के		UNK		UNK
उत्तरी		UNK		UNK
भू		3		3
-		UNK		UNK
भाग		3		3
से		UNK		UNK
स्पेन		3		3
की		UNK		UNK
फौजों		3		3
को		UNK		UNK
खदेड़ने		any		any
में		UNK		UNK
अहम्		UNK		UNK
भूमिका		3		3
निभाई		any		any
थी		any		any
