Word		Original_feature		Predicted_feature
के		m		m
सात		any		any
आश्चर्यो		m		m
में		UNK		UNK
स्थान		m		m
मिल		any		any
पाया		m		m
।		UNK		UNK
इसके		any		any
लिए		UNK		UNK
कई		UNK		UNK
संगठनों		m		m
ने		UNK		UNK
अभियान		m		m
चलाए		m		m
थे		m		m
।		UNK		UNK
अंडरवर्लड		m		m
डॉन		m		m
अबू		m		m
सलेम		m		m
के		m		m
भाई		m		m
अबू		m		m
लैस		m		m
ने		UNK		UNK
राज्य		m		m
मानवाधिकार		m		m
आयोग		m		m
में		UNK		UNK
याचिका		f		f
दायर		any		any
कर		any		any
मुंबई		f		f
पुलिस		f		f
के		m		m
आतंकवादी		m		m
विरोधी		m		any
दस्ते		m		m
(		UNK		UNK
एटीएस		m		m
)		UNK		UNK
पर		UNK		UNK
सलेम		m		m
को		UNK		UNK
प्रताड़ित		any		any
करने		any		any
का		m		m
आरोप		m		m
लगाया		m		m
है		any		any
।		UNK		UNK
इसके		m		any
साथ		m		m
ही		UNK		UNK
लैस		m		m
ने		UNK		UNK
कोर्ट		f		m
के		UNK		UNK
समक्ष		m		m
गवाही		f		f
होने		any		any
तक		UNK		UNK
सलेम		m		m
को		UNK		UNK
किसी		any		any
और		any		UNK
जांच		f		f
एजेंसी		f		f
के		UNK		UNK
तहत		UNK		UNK
सुरक्षित		any		any
हिरासत		f		f
में		UNK		UNK
रखने		any		any
की		f		f
मांग		f		f
की		f		f
है		any		any
।		UNK		UNK
सलेम		m		m
के		m		m
भाई		m		m
अबू		m		m
लैस		m		m
ने		UNK		UNK
सोमवार		m		m
को		UNK		UNK
मानवाधिकार		m		m
आयोग		m		m
में		UNK		UNK
याचिका		f		f
दायर		any		any
कर		any		any
एटीएस		m		m
पर		UNK		UNK
1995		any		m
के		m		m
प्रदीप		m		m
जैन		any		m
हत्याकांड		m		m
में		UNK		UNK
आरोप		m		m
कबूलने		any		any
के		UNK		UNK
लिए		UNK		UNK
सलेम		m		m
को		UNK		UNK
प्रताड़ित		any		any
करने		any		any
का		m		m
आरोप		m		m
लगाया		m		m
और		UNK		UNK
कहा		m		m
कि		UNK		UNK
सलेम		m		m
को		UNK		UNK
मुठभेड़		f		m
में		UNK		UNK
मारा		m		m
जा		any		any
सकता		m		m
है		any		any
।		UNK		UNK
लैस		m		m
ने		UNK		UNK
आयोग		m		m
के		m		m
सदस्यों		m		m
से		UNK		UNK
जेल		f		f
का		m		m
दौरा		m		m
करने		any		any
NULL		UNK		UNK
सलेम		m		m
के		UNK		UNK
खिलाफ		UNK		UNK
मामले		m		m
की		f		f
जांच		f		f
से		UNK		UNK
संबंधित		any		any
दस्तावेज		m		m
जब्त		any		any
करने		any		any
की		f		f
मांग		f		f
की		f		f
।		UNK		UNK
लैस		m		f
ने		UNK		UNK
दावा		m		m
किया		m		m
कि		UNK		UNK
जब		UNK		UNK
सलेम		m		m
का		m		m
वकील		m		m
राशद		m		m
अंसारी		m		m
25		any		any
नवंबर		m		m
को		UNK		UNK
एटीएस		m		m
की		f		f
हिरासत		f		f
में		UNK		UNK
उनके		m		m
भाई		m		m
से		UNK		UNK
मिलने		any		m
गया		m		m
था		m		m
,		UNK		UNK
तो		UNK		UNK
उसने		any		any
बताया		m		m
था		m		m
कि		UNK		UNK
पुलिस		f		f
अधिकारियों		m		m
ने		UNK		UNK
उनकी		any		f
पिटाई		f		f
की		f		f
थी		f		f
।		UNK		UNK
निगम		m		m
ने		UNK		UNK
19		any		any
बैचों		m		m
के		m		m
हिसाब		m		m
से		UNK		UNK
यात्रा		f		f
का		m		m
अनुमानित		any		any
कार्यक्रम		m		m
भी		UNK		UNK
भारत		m		m
सरकार		f		f
को		UNK		UNK
भेजा		m		m
है		any		any
।		UNK		UNK
इसमें		any		any
सुझाव		m		m
दिया		m		m
गया		m		m
है		any		any
कि		UNK		UNK
यदि		UNK		UNK
पहला		m		m
यात्री		m		f
दल		m		m
25		any		any
मई		f		f
को		UNK		UNK
दिल्ली		f		f
से		UNK		UNK
गंतव्य		m		m
के		UNK		UNK
लिए		UNK		UNK
रवाना		any		any
हो		any		any
जाए		m		any
तो		UNK		UNK
6		any		any
अक्तूबर		m		m
को		UNK		UNK
आखिरी		any		any
यानि		UNK		UNK
उन्नीसवां		m		m
दल		m		m
दिल्ली		f		f
वापस		any		any
भी		UNK		UNK
लौट		any		m
जाएगा		m		m
।		UNK		UNK
मालूम		any		any
हो		any		any
कि		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
इस		any		any
यात्रा		f		f
में		UNK		UNK
16		any		any
बैच		m		m
ही		UNK		UNK
भेजे		m		m
जाते		m		m
रहे		m		m
हैं		any		any
।		UNK		UNK
विगत		any		m
12		any		any
अप्रैल		m		m
को		UNK		UNK
पिथौरागढ़		m		m
में		UNK		UNK
जिलाधिकारी		m		f
की		f		f
अध्यक्षता		f		f
में		UNK		UNK
संपन्न		any		any
हुई		f		f
बैठक		f		f
में		UNK		UNK
लिए		m		m
गए		m		m
फैसले		m		m
के		UNK		UNK
अनुसार		UNK		UNK
यात्रा		f		f
में		UNK		UNK
17वें		m		m
दल		m		m
को		UNK		UNK
शामिल		any		any
करने		any		any
का		m		m
प्रस्ताव		m		m
भारत		m		m
सरकार		f		f
को		UNK		UNK
भेजा		m		m
गया		m		m
है		any		any
।		UNK		UNK
इस		any		any
पर		UNK		UNK
भी		UNK		UNK
अंतिम		any		any
फैसला		m		m
नहीं		UNK		UNK
हो		m		m
पाया		m		m
है		any		any
।		UNK		UNK
इस		any		any
बीच		m		m
चीन		m		m
सरकार		f		f
की		f		f
ओर		f		f
से		UNK		UNK
तीन		any		any
बैच		m		m
बढ़ाने		any		any
का		m		m
प्रस्ताव		m		m
भी		UNK		UNK
निगम		m		m
के		UNK		UNK
पास		m		m
आ		m		m
चुका		m		m
है		any		any
।		UNK		UNK
अब		UNK		UNK
निगम		m		m
को		UNK		UNK
भारत		m		m
तिब्बत		m		m
सीमा		f		f
पुलिस		f		f
की		f		f
मंजूरी		f		f
का		m		m
इंतजार		m		m
है		any		any
।		UNK		UNK
यात्रियों		m		m
की		f		f
सुरक्षा		f		f
के		UNK		UNK
साथ		m		m
ही		UNK		UNK
संचार		m		m
और		UNK		UNK
चिकित्सा		f		f
का		m		m
जिम्मा		m		m
आईटीबीपी		m		m
पर		UNK		UNK
है		any		any
।		UNK		UNK
आईटीबीपी		m		m
मिर्गी		m		f
कैंप		m		m
के		m		m
कार्यवाहक		any		m
कमान		f		m
अधिकारी		m		m
ने		UNK		UNK
इस		any		any
संबंध		m		m
में		UNK		UNK
पूछे		m		any
जाने		m		any
पर		UNK		UNK
कहा		m		m
कि		UNK		UNK
इस		any		any
मामले		m		m
में		UNK		UNK
वे		any		any
कुछ		UNK		UNK
भी		UNK		UNK
नहीं		UNK		UNK
कह		any		any
सकते		m		m
।		UNK		UNK
आईटीबीपी		m		m
मुख्यालय		m		m
से		UNK		UNK
ही		UNK		UNK
इस		any		any
संबंध		m		m
में		UNK		UNK
कोई		any		any
जानकारी		f		f
हासिल		any		any
की		f		f
जा		any		any
सकती		f		f
है		any		any
।		UNK		UNK
यहाँ		UNK		UNK
चल		any		any
रहे		any		m
भारतीय		m		any
जनता		f		f
पार्टी		f		f
के		m		UNK
रजत		m		m
जयंती		f		f
समारोह		m		m
में		UNK		UNK
राजनीतिक		any		any
प्रस्ताव		m		m
पर		UNK		UNK
हुई		f		f
बहस		f		f
के		UNK		UNK
दौरान		m		m
पूर्व		any		any
केंद्रीय		m		any
मंत्री		m		m
सी.		m		m
पी.		m		m
ठाकुर		m		m
ने		UNK		UNK
अपने		m		m
एक		any		any
बयान		m		m
से		UNK		UNK
सबको		any		m
सन्न		any		any
कर		any		any
दिया		m		m
।		UNK		UNK
उन्होंने		any		any
भाजपा		f		f
के		m		m
शीर्षस्थ		any		m
नेता		m		m
अटल		m		m
बिहारी		m		m
बाजपेयी		m		any
और		UNK		UNK
लालकृष्ण		m		m
आडवाणी		m		any
के		m		m
योगदान		m		m
की		f		f
तुलना		f		f
मंगोल		m		m
आक्रमणकारी		m		any
चंगेज		m		m
खाँ		m		m
की		f		f
सेना		f		f
से		UNK		UNK
कर		any		any
डाली		f		f
।		UNK		UNK
उनका		m		m
कहना		any		any
था		m		m
कि		UNK		UNK
चंगेज		m		m
खाँ		m		m
के		m		m
साम्राज्यवादी		any		any
मंसूबों		m		m
की		f		f
शुरुआत		f		f
मात्र		UNK		UNK
तीन		any		any
लोगों		m		m
की		f		f
बैठक		f		f
से		UNK		UNK
हुई		f		f
और		UNK		UNK
इन्हीं		any		any
तीन		any		any
लोगों		m		m
की		f		f
सेना		f		f
के		m		m
बूते		m		m
चंगेज		m		m
खां		m		f
ने		UNK		UNK
अपना		m		m
प्रभुत्व		m		m
क़ायम		any		any
कर		any		any
डाला		m		m
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
किसी		any		any
भी		UNK		UNK
लोकतांत्रिक		any		any
व्यवस्था		f		f
में		UNK		UNK
ऐसा		m		m
दृष्टांत		m		m
उन्हें		any		any
ढूँढ़े		any		m
नहीं		UNK		UNK
मिला		m		m
।		UNK		UNK
ठाकुर		m		m
ने		UNK		UNK
आडवाणी		m		m
और		UNK		UNK
बाजपेयी		m		f
की		f		f
तुलना		f		f
अमेरिकी		any		any
जनरल		m		any
सिमोन		m		m
बोलिवर		m		m
से		UNK		UNK
भी		UNK		UNK
की		f		f
,		UNK		UNK
जिसने		any		any
19वीं		f		f
शताब्दी		f		f
की		f		f
शुरुआत		f		f
में		UNK		UNK
दक्षिण		m		m
अमेरिका		m		m
के		m		m
उत्तरी		any		any
भू		m		m
-		UNK		UNK
भाग		m		m
से		UNK		UNK
स्पेन		m		m
की		f		f
फौजों		f		f
को		UNK		UNK
खदेड़ने		any		any
में		UNK		UNK
अहम्		any		any
भूमिका		f		f
निभाई		f		f
थी		f		f
।		UNK		UNK
ठाकुर		m		m
यहीं		UNK		UNK
नहीं		UNK		UNK
रुके		m		m
।		UNK		UNK
पर		UNK		UNK
इससे		any		any
पहले		m		m
कि		UNK		UNK
वह		any		any
भाजपा		f		f
नेताओं		m		m
के		m		m
महिमा		f		f
मंडन		m		m
के		m		m
और		UNK		UNK
कसीदे		m		m
पढ़ते		m		m
,		UNK		UNK
NULL		UNK		UNK
आडवाणी		m		any
को		UNK		UNK
उन्हें		any		any
टोकना		any		m
पड़ा		m		m
कि		UNK		UNK
कृपया		UNK		m
भाषण		m		m
को		UNK		UNK
मुद्दे		m		m
पर		UNK		UNK
ही		UNK		UNK
केंद्रित		any		any
रखें		any		any
।		UNK		UNK
पर		UNK		UNK
वह		any		any
मंच		m		m
छोड़ने		any		any
को		UNK		UNK
राजी		any		any
नहीं		UNK		UNK
थे		m		m
।		UNK		UNK
आखिर		m		m
में		UNK		UNK
आडवाणी		m		any
को		UNK		UNK
समय		m		m
की		f		f
कमी		f		f
की		f		f
दुहाई		f		f
देनी		f		f
पड़ी		f		f
,		UNK		UNK
NULL		UNK		UNK
तब		UNK		UNK
जाकर		any		any
ठाकुर		m		m
ने		UNK		UNK
अपना		m		m
भाषण		m		m
खत्म		any		any
किया		m		m
।		UNK		UNK
कर्मचारी		m		m
भविष्य		m		m
निधि		f		f
(		UNK		UNK
ईपीएफ		m		m
)		UNK		UNK
ब्याज		m		m
दर		f		f
को		UNK		UNK
कम		UNK		UNK
करके		any		any
८.५		any		any
प्रतिशत		m		m
करने		any		any
के		m		m
यूपीए		m		m
सरकार		f		f
के		m		m
फैसले		m		m
के		m		m
विरोध		m		m
में		UNK		UNK
शुक्रवार		m		m
को		UNK		UNK
देश		m		m
भर		UNK		UNK
में		UNK		UNK
लाखों		any		any
कर्मचारी		m		m
सड़कों		f		f
पर		UNK		UNK
उतर		any		m
आए		m		m
।		UNK		UNK
पिछले		m		m
तीन		any		any
वर्षों		m		m
के		m		UNK
ईपीएफ		m		m
ब्याज		m		m
दर		f		f
को		UNK		UNK
बरक़रार		any		any
रखने		any		any
की		f		f
माँग		f		f
करते		m		m
हुए		m		m
कर्मचारियों		m		m
ने		UNK		UNK
जगह		f		f
-		UNK		UNK
जगह		f		f
धरना		m		f
-		UNK		UNK
प्रदर्शन		m		m
किया		m		m
।		UNK		UNK
सेंट्रल		any		m
ट्रेड		m		m
यूनियन		m		m
के		m		m
बैनर		m		m
तले		UNK		m
कर्मचारियों		m		m
ने		UNK		UNK
सरकार		f		f
के		m		m
एकतरफा		any		any
फैसले		m		m
के		UNK		UNK
खिलाफ		UNK		UNK
गेट		m		m
मीटिंग		f		f
और		UNK		UNK
प्रदर्शन		m		m
किए		m		m
।		UNK		UNK
इसके		any		any
अलावा		UNK		UNK
उन्होंने		any		any
रैली		f		f
भी		UNK		UNK
निकाली		f		f
और		UNK		UNK
जनसभाएं		f		f
भी		UNK		UNK
आयोजित		any		any
कीं		f		f
।		UNK		UNK
सीटू		m		m
,		UNK		UNK
बीएमएस		m		m
और		UNK		UNK
एचएमएस		m		m
जैसे		m		m
कर्मचारी		m		any
संघों		m		m
के		m		m
नेताओं		m		m
ने		UNK		UNK
बताया		m		m
कि		UNK		UNK
कर्मचारियों		m		m
ने		UNK		UNK
प्रधानमंत्री		m		m
को		UNK		UNK
टेलीग्राम		m		m
भेजकर		any		any
उनसे		any		any
ईपीएफ		m		m
ब्याज		m		m
दर		f		f
को		UNK		UNK
बहाल		any		any
करने		any		any
की		f		f
माँग		f		f
की		f		f
है		any		any
।		UNK		UNK
सीटू		m		m
अध्यक्ष		m		m
एम.		m		m
के.		m		m
पंढे		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
कर्मचारियों		m		m
ने		UNK		UNK
अपनी		f		f
माँग		f		f
के		m		m
समर्थन		m		m
में		UNK		UNK
देश		m		m
भर		UNK		UNK
में		UNK		UNK
स्थानीय		any		any
प्रशासन		m		m
और		UNK		UNK
रीजनल		any		m
प्रोविडेंट		m		m
फंड		m		m
कमिश्नरों		m		m
को		UNK		UNK
ज्ञापन		m		m
सौंपा		m		m
है		any		any
।		UNK		UNK
पंढे		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
,		UNK		UNK
कर्मचारियों		m		m
ने		UNK		UNK
कहा		m		m
है		any		any
कि		UNK		UNK
इस		any		any
माँग		f		f
को		UNK		UNK
पूरा		m		m
कराने		any		any
के		UNK		UNK
लिए		UNK		UNK
ट्रेड		m		f
यूनियनों		f		m
को		UNK		UNK
आंदोलन		m		m
तेज		any		any
करना		m		m
चाहिए		any		any
क्योंकि		UNK		UNK
इससे		any		any
पाँच		any		any
करोड़		any		any
ईपीएफ		m		m
उपभोक्ता		m		m
और		UNK		UNK
उनके		m		m
दस		any		any
करोड़		any		any
आश्रित		m		any
प्रभावित		any		any
हो		m		m
रहे		m		m
हैं		any		any
।		UNK		UNK
उन्होंने		any		any
यह		any		any
भी		UNK		UNK
कहा		m		m
कि		UNK		UNK
संसद		f		f
के		m		m
बजट		m		m
सत्र		m		m
तक		UNK		UNK
यह		any		any
विरोध		m		m
जारी		any		any
रहेगा		m		m
।		UNK		UNK
पंढे		m		m
ने		UNK		UNK
आगे		m		m
कहा		m		m
कि		UNK		UNK
कर्मचारियों		m		m
ने		UNK		UNK
राष्ट्रीय		any		any
राजधानी		f		f
और		UNK		UNK
आस		m		m
-		UNK		UNK
पास		m		m
के		m		m
इलाकों		m		m
मसलन		UNK		m
गाज़ियाबाद		m		m
,		UNK		UNK
फरीदाबाद		m		m
,		UNK		UNK
बल्लभगढ़		m		m
,		UNK		UNK
नोएडा		m		m
और		UNK		UNK
गुड़गाँव		m		m
में		UNK		UNK
भी		UNK		UNK
विरोध		m		m
-		UNK		UNK
प्रदर्शन		m		m
किया		m		m
।		UNK		UNK
बीएमएस		m		m
के		m		m
नेता		m		m
आशु		m		m
भाई		m		m
दवे		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
राजस्थान		m		m
,		UNK		UNK
हरियाणा		m		m
,		UNK		UNK
पश्चिम		m		m
बंगाल		m		m
,		UNK		UNK
बिहार		m		m
,		UNK		UNK
महाराष्ट्र		m		m
और		UNK		UNK
गुजरात		m		m
में		UNK		UNK
भी		UNK		UNK
प्रदर्शन		m		m
हुए		m		m
और		UNK		UNK
रैलियाँ		f		f
निकाली		f		f
गईं		f		f
।		UNK		UNK
बहरहाल		UNK		UNK
,		UNK		UNK
आगे		m		m
की		f		f
रणनीति		f		f
तय		any		any
करने		any		any
के		UNK		UNK
लिए		UNK		UNK
सभी		UNK		UNK
ट्रेड		m		f
यूनियनों		f		m
की		f		f
जल्द		UNK		UNK
ही		UNK		UNK
एक		any		any
बैठक		f		f
होगी		f		f
।		UNK		UNK
फर्जी		any		any
पासपोर्ट		m		m
मामले		m		m
में		UNK		UNK
भोपाल		m		m
की		f		f
एक		any		any
स्थानीय		any		any
अदालत		f		f
ने		UNK		UNK
मोनिका		f		f
बेदी		any		f
के		UNK		UNK
खिलाफ		UNK		UNK
प्रोटेक्शन		m		m
वारंट		m		m
जारी		any		any
किया		m		m
है		any		any
।		UNK		UNK
पुलिस		f		f
अधीक्षक		m		m
ए.		m		m
के.		m		m
सिंह		m		m
ने		UNK		UNK
शुक्रवार		m		m
को		UNK		UNK
बताया		m		m
कि		UNK		UNK
फर्जी		any		any
पासपोर्ट		m		m
मामले		m		m
में		UNK		UNK
अदालत		f		f
द्वारा		UNK		UNK
मोनिका		f		f
बेदी		any		f
को		UNK		UNK
पेश		any		any
किए		any		any
जाने		any		any
के		m		m
आदेश		m		m
के		UNK		UNK
बाद		m		m
पुलिस		f		f
उपाधीक्षक		m		m
के		m		m
नेतृत्व		m		m
में		UNK		UNK
एक		any		any
टीम		f		f
हैदराबाद		m		m
रवाना		any		any
हो		f		f
गई		f		f
है		any		any
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
मुख्य		any		any
न्यायिक		any		any
दंडाधिकारी		m		m
दिनेश		m		m
कुमार		m		m
दांगी		any		f
ने		UNK		UNK
२६		any		any
नवंबर		m		m
को		UNK		UNK
मोनिका		f		f
को		UNK		UNK
अदालत		f		f
में		UNK		UNK
पेश		any		any
करने		any		any
का		m		m
आदेश		m		m
दिया		m		m
है		any		any
।		UNK		UNK
मोनिका		f		f
को		UNK		UNK
११		any		any
नवंबर		m		m
को		UNK		UNK
अंडरवर्ल्ड		m		m
डॉन		m		m
अबू		m		m
सलेम		m		m
के		UNK		UNK
साथ		m		m
पुर्तगाल		m		m
से		UNK		UNK
प्रत्यर्पित		any		any
कर		any		any
मुंबई		f		f
लाया		m		m
गया		m		m
था		m		m
।		UNK		UNK
मोनिका		f		f
पर		UNK		UNK
भोपाल		m		m
से		UNK		UNK
२००१		any		any
में		UNK		UNK
फर्जी		any		any
पासपोर्ट		m		m
जारी		any		any
करवाने		any		any
का		m		m
आरोप		m		m
है		any		any
।		UNK		UNK
पुलिस		f		f
अधीक्षक		m		m
ने		UNK		UNK
बताया		m		m
कि		UNK		UNK
२००२		any		any
में		UNK		UNK
सलेम		m		m
और		UNK		UNK
मोनिका		f		f
के		UNK		UNK
खिलाफ		UNK		UNK
फर्जी		any		any
पासपोर्ट		m		m
मामले		m		m
में		UNK		UNK
आरोप		m		m
दायर		any		any
करने		any		any
के		UNK		UNK
बाद		m		m
अदालत		f		f
ने		UNK		UNK
दोनों		any		m
के		UNK		UNK
खिलाफ		UNK		UNK
गिरफ्तारी		f		m
वारंट		m		m
जारी		any		any
किया		m		m
था		m		m
।		UNK		UNK
स्थानीय		any		any
अदालत		f		f
ने		UNK		UNK
१४		any		any
नवंबर		m		m
को		UNK		UNK
इस		any		any
मामले		m		m
में		UNK		UNK
फिर		UNK		UNK
से		UNK		UNK
वारंट		m		m
जारी		any		any
किया		m		m
।		UNK		UNK
सरकार		f		f
एड्स		m		m
के		m		m
मुफ्त		any		any
इलाज		m		m
की		f		f
सुविधा		f		f
को		UNK		UNK
और		UNK		UNK
अधिक		UNK		UNK
समय		m		m
के		UNK		UNK
लिए		UNK		UNK
बढ़ा		f		f
रही		f		f
है		any		any
।		UNK		UNK
और		UNK		UNK
इस		any		any
साल		m		m
के		m		m
अंत		m		m
तक		UNK		UNK
25		any		any
हजार		any		any
लोगों		m		m
को		UNK		UNK
इसकी		f		f
दवा		f		f
मिलने		any		any
की		f		f
उम्मीद		f		f
है		any		any
।		UNK		UNK
नेशनल		any		any
एड्स		m		m
कंट्रोल		m		m
ऑर्गिनाइजेशन		f		m
के		m		m
डॉ.		m		m
अजय		m		m
खेरा		any		any
ने		UNK		UNK
बताया		m		m
कि		UNK		UNK
सरकार		f		f
ने		UNK		UNK
पिछले		m		m
साल		m		m
अप्रैल		m		m
से		UNK		UNK
एड्स		m		m
के		m		m
इलाज		m		m
को		UNK		UNK
भी		UNK		UNK
एचआईवी		m		m
रोधी		any		any
अपनी		f		f
नीति		f		f
में		UNK		UNK
शामिल		any		any
कर		m		m
लिया		m		m
है		any		any
।		UNK		UNK
यह		any		any
बात		f		f
उन्होंने		any		any
यहाँ		UNK		UNK
देख		f		m
-		UNK		UNK
भाल		f		m
से		UNK		UNK
एचआईवी		m		m
के		m		m
बचाव		m		m
पर		UNK		UNK
एक		any		any
टूलकिट		m		m
लाँच		m		any
करते		m		m
हुए		m		m
कही		f		f
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
इस		any		any
रोग		m		m
का		m		m
इलाज		m		m
करा		any		m
रहे		m		m
मरीजों		m		m
की		f		f
संख्या		f		f
2007		any		any
के		m		m
अंत		m		m
तक		UNK		UNK
100,000		any		any
हो		any		any
जाएगी		f		f
।		UNK		UNK
इस		any		any
साल		m		m
के		m		m
अंत		m		m
तक		UNK		UNK
सरकार		f		f
के		m		m
सौ		any		any
एआरटी		m		m
(		UNK		UNK
एड्स		m		m
रोधी		any		any
इलाज		m		m
)		UNK		UNK
सेंटर		m		m
हो		any		any
जाएँगे		m		m
।		UNK		UNK
इसके		any		any
साथ		m		m
ही		UNK		UNK
हर		UNK		UNK
राज्य		m		m
में		UNK		UNK
कम		UNK		UNK
से		UNK		UNK
कम		UNK		UNK
एक		any		any
सेंटर		m		m
होगा		m		m
।		UNK		UNK
इस		any		any
माह		m		m
के		m		m
अंत		m		m
तक		UNK		UNK
ही		UNK		UNK
देश		m		m
में		UNK		UNK
36		any		any
एआरटी		m		m
सेंटर		m		m
होंगे		m		m
।		UNK		UNK
मुगल		m		m
सम्राट		m		m
जहांगीर		m		m
और		UNK		UNK
शाहजहां		m		m
के		m		m
काल		m		m
की		f		f
सोने		m		any
की		f		f
दो		any		any
बेशकीमती		any		any
मोहरों		f		m
को		UNK		UNK
तस्करी		f		f
कर		any		any
भारत		m		m
से		UNK		UNK
बाहर		m		m
पहुंचा		m		m
दिया		m		m
गया		m		m
और		UNK		UNK
अब		UNK		UNK
ये		any		any
एक		any		any
विदेशी		any		any
बैंक		m		m
के		m		m
खजाने		m		any
की		f		f
शोभा		f		f
बढ़ा		f		f
रही		f		f
हैं		any		any
।		UNK		UNK
इससे		any		any
पहले		m		m
टीपू		m		m
सुलतान		m		m
की		f		f
वस्तुओं		f		f
की		f		f
विदेशों		m		m
में		UNK		UNK
नीलामी		f		f
काफी		UNK		UNK
चर्चित		any		any
हो		f		f
चुकी		f		f
है		any		any
।		UNK		UNK
उद्योगपति		m		m
विजय		m		m
माल्या		m		m
पूर्व		m		m
में		UNK		UNK
टीपू		m		m
सुल्तान		m		m
की		f		f
तलवार		f		f
खरीदकर		any		any
गुम		any		any
धरोहरों		f		m
को		UNK		UNK
वापस		any		any
लाने		any		any
की		f		f
मुहिम		f		f
का		m		m
ऐलान		m		m
कर		m		m
चुके		m		m
हैं		any		any
।		UNK		UNK
विदेशों		m		m
में		UNK		UNK
भारत		m		m
की		f		f
ऐतिहासिक		any		any
धरोहरों		f		m
के		m		UNK
मौजूद		any		any
होने		any		any
की		f		f
सूची		f		f
लंबी		f		f
है		any		any
।		UNK		UNK
इनमें		any		any
सबसे		any		UNK
ऊपर		m		m
कोहिनूर		m		m
हीरे		m		m
का		m		m
जिक्र		m		m
आता		m		m
है		any		any
।		UNK		UNK
बताया		m		m
जाता		m		m
है		any		any
कि		UNK		UNK
अंतर्राष्ट्रीय		any		any
पुरातत्व		any		m
बाजार		m		m
में		UNK		UNK
इन		any		any
सिक्कों		m		m
की		f		f
कीमत		f		f
१५,०००		any		any
करोड़		any		any
रुपये		m		m
है		any		any
और		UNK		UNK
ये		any		any
हैदराबाद		m		m
के		m		m
अंतिम		any		any
निजाम		m		m
मीर		m		m
उस्मान		m		m
अली		m		f
खान		m		m
के		m		m
खजाने		m		any
का		m		m
हिस्सा		m		m
थे		m		m
।		UNK		UNK
यह		any		any
जानकारी		f		f
निजाम		m		m
के		m		m
दूसरे		m		m
बेटे		m		m
प्रिंस		m		m
मुअज्जमजहाँ		m		m
बहादुर		m		m
की		f		f
बड़ी		f		f
बेटी		f		f
फातिमा		f		f
फौजिया		f		f
द्वारा		UNK		UNK
जारी		any		any
एक		any		any
बयान		m		m
से		UNK		UNK
मिली		f		f
।		UNK		UNK
उन्होंने		any		any
बताया		m		m
कि		UNK		UNK
इन		any		any
मोहरों		f		m
को		UNK		UNK
एक		any		any
विदेशी		any		any
बैंक		m		m
में		UNK		UNK
भारी		any		any
-		UNK		UNK
भरकम		any		m
राशि		f		f
पर		UNK		UNK
गिरवी		f		f
रखा		m		m
गया		m		m
है		any		any
,		UNK		UNK
जो		any		any
इनको		any		any
नीलाम		any		m
करने		any		any
की		f		f
तैयारी		f		f
कर		m		m
रहा		m		m
है		any		any
।		UNK		UNK
उन्होंने		any		any
कहा		m		m
कि		UNK		UNK
इनमें		any		any
से		UNK		UNK
एक		any		any
सिक्के		m		m
की		f		f
कीमत		f		f
१०००		any		any
मोहरों		f		m
के		UNK		m
बराबर		UNK		UNK
है		any		any
।		UNK		UNK
इसका		m		m
वजन		m		m
११९३५.८		any		any
ग्राम		m		m
NULL		UNK		UNK
तथा		UNK		UNK
परिधि		f		f
२०.३		any		any
सेमी		m		f
है		any		any
।		UNK		UNK
जहांगीर		m		m
के		m		m
काल		m		m
के		m		m
इस		any		any
सिक्के		m		m
को		UNK		UNK
आगरा		m		m
में		UNK		UNK
१६१३		any		any
में		UNK		UNK
ढाला		m		m
गया		m		m
था		m		m
।		UNK		UNK
वहीं		UNK		UNK
दूसरे		m		m
सिक्के		m		m
की		f		f
कीमत		f		f
१००		any		any
मोहरों		f		m
के		UNK		UNK
बराबर		UNK		UNK
है		any		any
,		UNK		UNK
NULL		UNK		UNK
यह		any		any
शाहजहां		m		m
के		m		m
काल		m		m
का		m		m
NULL		UNK		UNK
है		any		any
,		UNK		UNK
जिसे		any		any
१६३९		m		any
में		UNK		UNK
लाहौर		m		m
में		UNK		UNK
ढाला		m		m
गया		m		m
था		m		m
।		UNK		UNK
इसका		m		m
वजन		m		f
१९०४.५०		any		any
ग्राम		m		m
है		any		any
तथा		UNK		UNK
परिधि		f		f
९.७		any		any
सेमी		m		f
है		any		any
।		UNK		UNK
राजकुमारी		f		m
फौजिया		f		f
ने		UNK		UNK
कहा		m		m
कि		UNK		UNK
उन्होंने		any		any
इन		any		any
सिक्कों		m		m
को		UNK		UNK
अपने		m		m
दादा		m		m
के		UNK		UNK
पास		m		m
देखा		m		m
था		m		m
।		UNK		UNK
उन्होंने		any		any
आरोप		m		m
लगाया		m		m
कि		UNK		UNK
दादा		m		m
की		f		f
मौत		f		f
के		UNK		UNK
बाद		m		m
इन		any		any
बेशकीमती		any		any
सिक्कों		m		m
की		f		f
तस्करी		f		f
कर		any		any
भारत		m		m
से		UNK		UNK
बाहर		m		m
भेज		m		m
दिया		m		m
गया		m		m
